Timestamp,ADS1115 (0x48) A0,ADS1115 (0x48) A1,ADS1115 (0x48) A3,ADS1115 (0x49) A0,ADS1115 (0x49) A1,Label
1717613571,12546,12936,13020,12735,12818,C
1717613577,12555,12944,13020,12730,12802,C
1717613580,12551,12933,13019,12729,12800,C
1717613580,12552,12944,13017,12714,12798,C
1717613583,12553,12943,13014,12727,12797,C
1717613586,12565,12936,13014,12726,12792,C
1717613586,12567,12934,13014,12726,12789,C
1717613591,12581,12940,13005,12732,12885,C
1717613592,12573,12941,13011,12784,12893,C
1717613595,12570,12942,13009,12779,12882,C
1717613596,12569,12942,13007,12776,12871,C
1717613602,12562,12941,12997,12765,12846,C
1717613602,12565,12942,12995,12762,12844,C
1717613604,12565,12942,12994,12760,12843,C
1717613609,12564,12941,12993,12758,12842,C
1717613610,12562,12942,12991,12757,12840,C
1717657503,12396,12413,12578,12482,12419,C
1717657505,12412,13028,13259,12657,12746,C
1717657507,12600,13160,13394,12894,12937,C
1717657509,12611,13115,13334,12869,12908,C
1717657511,12609,13096,13305,12858,12893,C
1717657513,12604,13082,13280,12849,12884,C
1717657516,12605,13054,13279,12952,12915,C
1717657517,12606,13051,13271,12946,12911,C
1717657519,12607,13045,13259,12937,12903,C
1717657521,12607,13041,13251,12930,12898,C
1717657523,12611,13035,13243,12924,12894,C
1717657525,12618,13027,13233,12918,12890,C
1717657527,12618,13021,13219,12907,12888,C
1717657529,12614,13018,13213,12900,12883,C
1717657531,12613,13015,13206,12898,12880,C
1717657533,12611,13007,13201,12892,12869,C
1717657535,12609,12994,13192,12884,12862,C
1717657544,12619,12993,13174,12870,12855,C
1717657552,12618,12992,13145,12865,12851,C
1717657552,12625,12931,13150,12853,12811,C
1717657554,12630,12929,13146,12852,12810,C
1717657556,12632,12932,13141,12848,12804,C
1717657558,12635,12931,13135,12847,12803,C
1717657560,12635,12926,13130,12844,12801,C
1717657562,12638,12922,13127,12843,12800,C
1717657564,12652,12917,13126,12842,12799,C
1717657566,12651,12915,13124,12842,12798,C
1717657568,12649,12913,13122,12840,12797,C
1717657570,12653,12909,13120,12840,12797,C
1717657572,12652,12906,13117,12839,12797,C
1717657574,12651,12902,13115,12838,12796,C
1717657576,12652,12898,13112,12838,12795,C
1717657578,12649,12895,13110,12837,12794,C
1717657580,12649,12893,13108,12836,12794,C
1717657582,12683,12859,13115,12838,12843,C
1717657584,12663,12858,13111,12841,12859,C
1717657586,12651,12851,13084,12825,12834,C
1717657588,12652,12851,13085,12824,12832,C
1717657590,12653,12851,13082,12822,12820,C
1717657592,12650,12849,13079,12819,12808,C
1717657594,12650,12849,13077,12819,12806,C
1717657596,12647,12850,13077,12818,12805,C
1717657598,12664,12830,13080,12818,12803,C
1717657600,12693,12832,13066,12814,12803,C
1717657602,12679,12839,13062,12811,12801,C
1717657604,12676,12986,13061,12809,12798,C
1717657606,12674,12982,13080,12808,12795,C
1717657608,12668,12979,13075,12806,12791,C
1717657610,12664,12978,13073,12806,12790,C
1717657612,12664,12978,13072,12806,12789,C
1717657614,12661,12985,13074,12804,12784,C
1717657616,12655,12984,13069,12804,12782,C
1717657618,12661,12938,13070,12803,12782,C
1717657621,12658,12968,13070,12802,12776,C
1717657625,12651,12954,13069,12801,12772,C
1717657625,12652,12954,13069,12800,12772,C
1717657628,12651,12954,13067,12800,12771,C
1717657629,12651,12953,13067,12799,12771,C
1717657631,12651,12953,13066,12799,12771,C
1717657634,12667,12940,13083,12797,12773,C
1717657635,12645,12935,13084,12797,12781,C
1717657637,12646,12938,13078,12796,12774,C
1717657640,12601,12940,13073,12794,12772,C
1717657642,12646,12941,13071,12794,12771,C
1717657645,12640,12942,13070,12793,12770,C
1717657646,12636,12942,13069,12793,12770,C
1717657648,12633,12942,13069,12792,12770,C
1717657650,12632,12943,13068,12791,12770,C
1717657652,12599,12922,13104,12791,12769,C
1717657654,12636,12921,13084,12788,12770,C
1717657656,12634,12919,13075,12785,12767,C
1717657658,12635,12923,13074,12784,12764,C
1717657660,12637,12924,13071,12782,12761,C
1717657662,12639,12928,13070,12782,12761,C
1717657664,12669,12920,13068,12782,12760,C
1717657666,12659,12921,13066,12781,12759,C
1717657668,12657,12925,13065,12780,12760,C
1717657670,12658,12926,13064,12781,12759,C
1717657672,12653,12928,13062,12780,12759,C
1717657674,12649,12920,13068,12780,12758,C
1717657676,12649,12921,13064,12780,12758,C
1717657678,12646,12920,13064,12779,12758,C
1717657680,12644,12920,13063,12778,12757,C
1717657682,12643,12923,13063,12780,12757,C
1717657684,12638,12923,13063,12779,12757,C
1717657688,12632,12924,13083,12785,12759,C
1717657688,12630,12926,13077,12783,12758,C
1717657690,12629,12929,13075,12782,12757,C
1717657693,12712,12921,13075,12781,12758,C
1717657694,12689,12922,13072,12783,12782,C
1717657700,12662,12959,13163,12845,12804,C
1717657701,12644,12941,13116,12837,12807,C
1717657702,12629,12935,13109,12829,12791,C
1717657704,12631,12936,13108,12828,12789,C
1717657706,12634,12939,13107,12828,12788,C
1717657708,12636,12941,13106,12826,12786,C
1717657710,12636,12940,13105,12826,12785,C
1717657712,12636,12941,13105,12826,12784,C
1717657714,12634,12942,13102,12824,12782,C
1717657716,12629,12942,13103,12823,12782,C
1717657718,12629,12944,13102,12822,12780,C
1717657720,12628,12944,13102,12822,12780,C
1717657722,12628,12946,13102,12821,12778,C
1717657724,12627,12936,13111,12823,12784,C
1717657726,12619,12933,13103,12823,12790,C
1717657728,12624,12935,13101,12822,12786,C
1717657730,12624,12936,13100,12822,12785,C
1717657732,12625,12937,13100,12822,12785,C
1717657734,12622,12938,13099,12821,12781,C
1717657737,12641,12941,13100,12821,12781,C
1717657738,12640,12942,13101,12843,12781,C
1717657740,12635,12942,13104,12840,12788,C
1717657742,12630,12922,13095,12858,12797,C
1717657744,12622,12925,13090,12853,12784,C
1717657746,12619,12928,13090,12852,12784,C
1717657748,12623,12928,13089,12850,12782,C
1717657750,12623,12935,13090,12850,12782,C
1717657752,12626,12930,13092,12847,12779,C
1717657754,12625,12932,13083,12835,12768,C
1717657756,12624,12934,13073,12824,12762,C
1717657758,12624,12934,13073,12824,12762,C
1717657760,12623,12935,13074,12824,12761,C
1717657762,12618,12930,13074,12821,12757,C
1717657764,12618,12932,13073,12822,12755,C
1717657767,12619,12933,13073,12822,12755,C
1717657768,12619,12933,13073,12822,12755,C
1717657770,12615,12934,13073,12821,12755,C
1717657772,12613,12935,13072,12821,12755,C
1717657774,12614,12936,13072,12821,12754,C
1717657776,12613,12938,13072,12821,12753,C
1717657778,12613,12938,13071,12821,12753,
1717657780,12611,12939,13071,12821,12753,
1717657782,12610,12940,13070,12821,12753,
1717657784,12607,12940,13069,12820,12753,
1717680280,12629,12353,13041,12790,12735,
1717680280,12628,12353,13036,12790,12757,
1717680282,12618,12343,13050,12783,12743,D
1717680286,12615,12341,13056,12783,12758,D
1717680286,12727,12343,13122,12905,12897,D
1717680289,12693,12338,13100,12866,12830,D
1717680303,12674,12338,13090,12864,12802,D
1717680324,12639,12340,13047,12832,12754,D
1717680326,12640,12341,13052,12829,12755,D
1717680328,12639,12341,13050,12828,12754,D
1717680330,12636,12342,13050,12828,12755,D
1717680332,12637,12341,13048,12826,12754,D
1717680334,12669,12340,13123,12853,12892,D
1717680336,12651,12341,13107,12841,12821,D
1717680339,12649,12341,13096,12834,12808,D
1717680340,12648,12341,13094,12833,12772,D
1717680342,12643,12340,13085,12833,12822,D
1717680344,12631,12341,13072,12840,12898,D
1717680350,12641,12343,13069,12834,12850,D
1717680352,12630,12344,13074,12831,12805,D
1717680352,12631,12344,13074,12831,12806,D
1717680446,12386,12417,12521,12485,12415,D
1717680470,12624,12406,12976,12781,12698,D
1717680498,12604,12404,13028,12778,12668,D
1717680790,12650,12419,13282,12857,12706,D
1717680800,12690,12419,13303,12838,12810,D
1717680802,12656,12417,13257,12834,12693,D
1717680809,12648,12418,13251,12831,12853,D
1717680824,12634,12418,13226,12826,12812,D
1717680841,12676,12417,13228,12836,12897,D
1717680845,12656,12416,13240,12878,12805,D
1717680846,12647,12414,13231,12862,12701,D
1717680847,12645,12414,13231,12861,12920,D
1717680873,12635,12414,13215,12848,12773,D
1717680878,12638,12414,13212,12844,12706,D
1717680878,12638,12414,13212,12843,12691,D
1717680883,12630,12413,13211,12846,12652,D
1717680902,12628,12414,13207,12845,12817,D
1717680907,12615,12412,13197,12828,12821,D
1717680912,12620,12413,13200,12829,12681,D
1717680916,12612,12412,13185,12831,12733,D
1717680916,12611,12412,13185,12831,12741,D
1717682191,12592,12375,13176,12835,12834,D
1717682193,12594,12375,13177,12837,12875,D
1717682195,12594,12375,13174,12833,12891,D
1717682196,12594,12374,13173,12835,12768,D
1717682199,12594,12375,13171,12831,12818,D
1717682200,12593,12376,13171,12834,12862,D
1717682202,12595,12376,13170,12831,12804,D
1717682204,12592,12376,13169,12831,12909,D
1717682206,12593,12376,13169,12829,12779,D
1717682208,12591,12375,13169,12832,12776,D
1717682211,12591,12376,13166,12828,12830,D
1717682213,12589,12377,13165,12829,12891,D
1717682214,12589,12377,13164,12828,12870,D
1717682217,12587,12376,13164,12828,12888,D
1717682219,12590,12376,13163,12830,12756,D
1717682221,12652,12377,13180,12845,12926,D
1717682223,12652,12376,13202,12858,12772,D
1717682225,12639,12376,13189,12854,12849,D
1717682227,12632,12373,13180,12848,12852,D
1717682229,12626,12366,13229,12840,12862,D
1717682231,12622,12365,13199,12836,12848,D
1717682233,12621,12366,13185,12834,12873,D
1717682235,12620,12366,13181,12836,12818,D
1717682237,12618,12368,13175,12836,12802,D
1717682239,12620,12368,13173,12832,12742,D
1717682241,12618,12368,13170,12832,12745,D
1717682245,12616,12369,13169,12835,12807,D
1717682247,12612,12369,13167,12831,12864,D
1717682247,12613,12369,13166,12833,12736,D
1717682250,12610,12370,13163,12834,12852,D
1717682251,12611,12369,13163,12835,12735,D
1717682253,12610,12370,13161,12834,12803,D
1717682255,12609,12371,13160,12833,12852,D
1717682257,12609,12370,13159,12834,12736,D
1717682259,12608,12371,13158,12833,12857,D
1717682261,12606,12371,13155,12841,12872,D
1717682263,12607,12372,13151,12877,12875,D
1717682265,12632,12372,13178,12895,12797,D
1717682267,12619,12373,13173,12890,12901,D
1717682269,12617,12373,13173,12890,12835,D
1717682271,12616,12373,13172,12888,12771,D
1717682273,12614,12374,13171,12888,12827,D
1717682275,12617,12373,13165,12884,12742,D
1717682278,12613,12373,13163,12885,12879,D
1717682279,12613,12374,13163,12883,12850,D
1717682284,12615,12373,13163,12880,12806,D
1717682284,12647,12375,13182,12928,12743,D
1717682286,12637,12375,13177,12918,12716,D
1717682288,12629,12376,13171,12914,12720,D
1717682291,12624,12376,13171,12912,12774,D
1717682292,12624,12377,13170,12909,12858,D
1717682295,12643,12375,13158,12899,12706,D
1717682296,12656,12375,13177,12898,12790,D
1717682298,12643,12376,13176,12897,12751,D
1717682300,12638,12376,13176,12894,12715,D
1717682302,12634,12377,13174,12896,12849,D
1717682304,12634,12376,13159,12891,12717,D
1717682306,12600,12376,13196,12895,12689,D
1717682308,12637,12376,13197,12904,12897,D
1717682310,12625,12377,13206,12901,12890,D
1717682312,12625,12377,13208,12900,12747,D
1717682314,12621,12374,13224,12901,12850,D
1717682316,12616,12374,13215,12901,12826,D
1717682318,12615,12375,13218,12901,12824,D
1717682321,12616,12374,13218,12903,12719,D
1717682322,12614,12375,13218,12904,12849,D
1717682324,12614,12376,13216,12904,12823,D
1717682326,12614,12376,13213,12905,12811,D
1717682328,12614,12376,13211,12894,12735,D
1717682330,12611,12377,13209,12900,12858,D
1717682332,12612,12376,13208,12901,12801,D
1717682334,12611,12377,13207,12903,12802,D
1717682336,12609,12376,13205,12902,12702,D
1717682339,12608,12376,13203,12902,12729,D
